, Open, High, Low, Close
11/19/19, 4.2181, 4.2195, 4.1873, 4.1945
11/18/19, 4.1962, 4.2197, 4.1715, 4.2179
11/15/19, 4.1951, 4.1966, 4.1947, 4.1962
11/14/19, 4.1703, 4.1981, 4.1638, 4.1952
11/13/19, 4.1678, 4.1898, 4.1648, 4.1706
11/12/19, 4.1520, 4.1860, 4.1433, 4.1679
11/11/19, 4.1638, 4.1709, 4.1366, 4.1519
11/08/19, 4.1005, 4.1707, 4.1000, 4.1635
11/07/19, 4.0837, 4.1033, 4.0427, 4.1008
11/06/19, 3.9939, 4.0875, 3.9746, 4.0836
11/05/19, 4.0157, 4.0240, 3.9832, 3.9940
11/04/19, 3.9896, 4.0190, 3.9757, 4.0156
11/01/19, 4.0213, 4.0213, 3.9694, 3.9909
10/31/19, 3.9917, 4.0372, 3.9648, 4.0209
10/30/19, 3.9997, 4.0319, 3.9824, 3.9914
10/29/19, 3.9924, 4.0042, 3.9844, 3.9992
10/28/19, 4.0045, 4.0084, 3.9729, 3.9925
10/25/19, 4.0427, 4.0427, 3.9924, 4.0070
10/24/19, 4.0356, 4.0453, 3.9990, 4.0431
10/23/19, 4.0832, 4.0914, 4.0281, 4.0362
10/22/19, 4.1294, 4.1322, 4.0623, 4.0843
10/21/19, 4.1131, 4.1514, 4.1115, 4.1292
10/18/19, 4.1652, 4.1652, 4.1110, 4.1127
10/17/19, 4.1544, 4.1805, 4.1264, 4.1655
10/16/19, 4.1802, 4.1858, 4.1474, 4.1538
10/15/19, 4.1270, 4.1807, 4.1216, 4.1798
10/14/19, 4.1100, 4.1372, 4.1057, 4.1271
10/11/19, 4.1084, 4.1258, 4.0818, 4.1102
10/10/19, 4.1095, 4.1372, 4.0898, 4.1082
10/09/19, 4.0954, 4.1111, 4.0716, 4.1098
10/08/19, 4.1064, 4.1108, 4.0742, 4.0952
10/07/19, 4.0561, 4.1096, 4.0541, 4.1067
10/04/19, 4.0817, 4.0864, 4.0502, 4.0562
10/03/19, 4.1306, 4.1306, 4.0749, 4.0819
10/02/19, 4.1592, 4.1797, 4.1286, 4.1305
10/01/19, 4.1557, 4.1844, 4.1527, 4.1593
09/30/19, 4.1586, 4.1707, 4.1433, 4.1570
09/27/19, 4.1693, 4.1714, 4.1455, 4.1591
09/26/19, 4.1481, 4.1729, 4.1223, 4.1696
09/25/19, 4.1644, 4.1945, 4.1463, 4.1483
09/24/19, 4.1654, 4.1838, 4.1540, 4.1646
09/23/19, 4.1472, 4.1845, 4.1455, 4.1656
09/20/19, 4.1675, 4.1830, 4.1468, 4.1472
09/19/19, 4.1110, 4.1683, 4.1073, 4.1676
09/18/19, 4.0764, 4.1134, 4.0735, 4.1104
09/17/19, 4.0808, 4.1170, 4.0733, 4.0765
09/16/19, 4.0851, 4.1063, 4.0772, 4.0807
09/13/19, 4.0618, 4.0949, 4.0460, 4.0875
09/12/19, 4.0681, 4.0704, 4.0274, 4.0637
09/11/19, 4.0818, 4.0848, 4.0526, 4.0682
09/10/19, 4.0969, 4.1286, 4.0793, 4.0819
09/09/19, 4.0628, 4.1037, 4.0515, 4.0975
09/06/19, 4.1094, 4.1101, 4.0553, 4.0621
09/05/19, 4.0943, 4.1145, 4.0702, 4.1115
09/04/19, 4.1680, 4.1680, 4.0895, 4.0932
09/03/19, 4.1873, 4.1882, 4.1529, 4.1681
09/02/19, 4.1454, 4.1891, 4.1440, 4.1877
08/30/19, 4.1702, 4.1710, 4.1220, 4.1455
08/29/19, 4.1682, 4.1778, 4.1425, 4.1711
08/28/19, 4.1302, 4.1688, 4.1264, 4.1684
08/27/19, 4.1565, 4.1942, 4.1214, 4.1303
08/26/19, 4.1203, 4.1692, 4.1067, 4.1562
08/23/19, 4.0717, 4.1313, 4.0518, 4.1238
08/22/19, 4.0274, 4.0813, 4.0165, 4.0716
08/21/19, 4.0557, 4.0557, 4.0153, 4.0297
08/20/19, 4.0747, 4.0758, 4.0265, 4.0556
08/19/19, 4.0061, 4.0754, 3.9912, 4.0749
08/16/19, 3.9930, 4.0080, 3.9761, 4.0059
08/15/19, 4.0527, 4.0527, 3.9807, 3.9929
08/14/19, 3.9672, 4.0538, 3.9603, 4.0528
08/13/19, 3.9854, 4.0125, 3.9463, 3.9673
08/12/19, 3.9417, 4.0128, 3.9393, 3.9853
08/09/19, 3.9195, 3.9497, 3.9183, 3.9425
08/08/19, 3.9705, 3.9705, 3.9183, 3.9189
08/07/19, 3.9618, 3.9926, 3.9506, 3.9704
08/06/19, 3.9781, 3.9859, 3.9514, 3.9619
08/05/19, 3.8854, 3.9759, 3.8846, 3.9759
08/02/19, 3.8405, 3.8930, 3.8373, 3.8886
08/01/19, 3.8127, 3.8602, 3.8107, 3.8404
07/31/19, 3.7909, 3.8218, 3.7480, 3.8114
07/30/19, 3.7821, 3.7985, 3.7762, 3.7908
07/29/19, 3.7750, 3.8004, 3.7748, 3.7813
07/26/19, 3.7797, 3.7939, 3.7596, 3.7776
07/25/19, 3.7749, 3.8065, 3.7550, 3.7792
07/24/19, 3.7746, 3.7772, 3.7543, 3.7735
07/23/19, 3.7404, 3.7796, 3.7401, 3.7751
07/22/19, 3.7472, 3.7504, 3.7308, 3.7403
07/19/19, 3.7210, 3.7515, 3.7180, 3.7486
07/18/19, 3.7652, 3.7655, 3.7182, 3.7206
07/17/19, 3.7688, 3.7693, 3.7550, 3.7653
07/16/19, 3.7570, 3.7714, 3.7530, 3.7692
07/15/19, 3.7359, 3.7576, 3.7320, 3.7574
07/12/19, 3.7550, 3.7627, 3.7304, 3.7383
07/11/19, 3.7551, 3.7665, 3.7355, 3.7546
07/10/19, 3.8004, 3.8037, 3.7511, 3.7549
07/09/19, 3.8074, 3.8125, 3.7998, 3.8006
07/08/19, 3.8220, 3.8227, 3.7997, 3.8093
07/05/19, 3.8008, 3.8376, 3.7980, 3.8218
07/04/19, 3.8285, 3.8298, 3.7843, 3.8003
07/03/19, 3.8475, 3.8740, 3.8167, 3.8294
07/02/19, 3.8411, 3.8802, 3.8196, 3.8473
07/01/19, 3.8510, 3.8515, 3.8094, 3.8421
06/28/19, 3.8196, 3.8513, 3.8148, 3.8495
06/27/19, 3.8455, 3.8725, 3.8177, 3.8191
06/26/19, 3.8497, 3.8570, 3.8328, 3.8453
06/25/19, 3.8249, 3.8573, 3.8198, 3.8486
06/24/19, 3.8220, 3.8372, 3.8073, 3.8247
06/21/19, 3.8392, 3.8455, 3.8142, 3.8222
06/20/19, 3.8394, 3.8398, 3.8383, 3.8391
06/19/19, 3.8605, 3.8837, 3.8382, 3.8395
06/18/19, 3.8885, 3.8914, 3.8499, 3.8603
06/17/19, 3.8960, 3.9140, 3.8807, 3.8884
06/14/19, 3.8489, 3.9133, 3.8479, 3.8967
06/13/19, 3.8682, 3.8685, 3.8349, 3.8490
06/12/19, 3.8575, 3.8711, 3.8309, 3.8686
06/11/19, 3.8894, 3.8894, 3.8425, 3.8579
06/10/19, 3.8780, 3.8964, 3.8670, 3.8892
06/07/19, 3.8809, 3.8847, 3.8504, 3.8813
06/06/19, 3.8809, 3.8932, 3.8574, 3.8808
06/05/19, 3.8583, 3.9026, 3.8365, 3.8810
06/04/19, 3.8859, 3.8891, 3.8492, 3.8577
06/03/19, 3.9187, 3.9321, 3.8827, 3.8860
05/31/19, 3.9815, 3.9973, 3.9095, 3.9226
05/30/19, 3.9737, 3.9929, 3.9550, 3.9814
05/29/19, 4.0254, 4.0379, 3.9686, 3.9745
05/28/19, 4.0434, 4.0530, 4.0108, 4.0255
05/27/19, 4.0227, 4.0440, 4.0129, 4.0415
05/24/19, 4.0411, 4.0475, 4.0092, 4.0246
05/23/19, 4.0388, 4.0713, 4.0257, 4.0401
05/22/19, 4.0384, 4.0518, 4.0081, 4.0385
05/21/19, 4.0977, 4.1125, 4.0335, 4.0385
05/20/19, 4.0989, 4.1211, 4.0826, 4.0954
05/17/19, 4.0462, 4.1127, 4.0447, 4.0987
05/16/19, 4.0019, 4.0514, 3.9949, 4.0466
05/15/19, 3.9769, 4.0217, 3.9736, 4.0020
05/14/19, 3.9936, 3.9950, 3.9666, 3.9759
05/13/19, 3.9612, 4.0047, 3.9566, 3.9930
05/10/19, 3.9477, 3.9730, 3.9371, 3.9572
05/09/19, 3.9285, 3.9812, 3.9266, 3.9481
05/08/19, 3.9705, 3.9925, 3.9258, 3.9286
05/07/19, 3.9690, 3.9999, 3.9654, 3.9702
05/06/19, 3.9381, 3.9745, 3.9376, 3.9688
05/03/19, 3.9664, 3.9690, 3.9313, 3.9395
05/02/19, 3.9207, 3.9713, 3.9174, 3.9674
05/01/19, 3.9189, 3.9220, 3.9176, 3.9206
04/30/19, 3.9425, 3.9568, 3.9146, 3.9186
04/29/19, 3.9331, 3.9447, 3.9218, 3.9428
04/26/19, 3.9540, 3.9694, 3.9205, 3.9331
04/25/19, 3.9915, 4.0040, 3.9465, 3.9520
04/24/19, 3.9217, 3.9950, 3.9186, 3.9920
04/23/19, 3.9364, 3.9638, 3.9126, 3.9220
04/22/19, 3.9360, 3.9386, 3.9139, 3.9365
04/19/19, 3.9286, 3.9393, 3.9278, 3.9360
04/18/19, 3.9415, 3.9516, 3.9165, 3.9288
04/17/19, 3.9045, 3.9474, 3.8863, 3.9411
04/16/19, 3.8727, 3.9075, 3.8680, 3.9042
04/15/19, 3.8818, 3.8903, 3.8595, 3.8719
04/12/19, 3.8600, 3.9068, 3.8532, 3.8818
04/11/19, 3.8268, 3.8625, 3.8242, 3.8599
04/10/19, 3.8505, 3.8550, 3.8147, 3.8251
04/09/19, 3.8521, 3.8643, 3.8400, 3.8539
04/08/19, 3.8751, 3.8761, 3.8422, 3.8525
04/05/19, 3.8592, 3.8761, 3.8432, 3.8751
04/04/19, 3.8714, 3.8872, 3.8479, 3.8590
04/03/19, 3.8576, 3.8820, 3.8350, 3.8715
04/02/19, 3.8502, 3.8787, 3.8502, 3.8574
04/01/19, 3.9217, 3.9217, 3.8495, 3.8505
03/29/19, 3.9022, 3.9312, 3.8689, 3.9217
03/28/19, 3.9946, 4.0110, 3.8987, 3.9027
03/27/19, 3.8768, 4.0015, 3.8737, 3.9951
03/26/19, 3.8554, 3.8790, 3.8342, 3.8728
03/25/19, 3.9072, 3.9321, 3.8439, 3.8552
03/22/19, 3.7935, 3.9130, 3.7883, 3.9072
03/21/19, 3.7780, 3.8372, 3.7643, 3.7936
03/20/19, 3.7897, 3.7985, 3.7382, 3.7781
03/19/19, 3.7921, 3.7942, 3.7657, 3.7899
03/18/19, 3.8150, 3.8269, 3.7841, 3.7919
03/15/19, 3.8461, 3.8711, 3.8076, 3.8150
03/14/19, 3.8163, 3.8541, 3.8129, 3.8462
03/13/19, 3.8107, 3.8344, 3.8009, 3.8171
03/12/19, 3.8420, 3.8437, 3.8025, 3.8105
03/11/19, 3.8687, 3.8687, 3.8347, 3.8408
03/08/19, 3.8705, 3.9015, 3.8502, 3.8687
03/07/19, 3.8399, 3.9017, 3.8174, 3.8705
03/06/19, 3.7754, 3.8447, 3.7688, 3.8398
03/05/19, 3.7756, 3.7799, 3.7734, 3.7756
03/04/19, 3.7770, 3.7770, 3.7726, 3.7756
03/01/19, 3.7514, 3.7951, 3.7467, 3.7770
02/28/19, 3.7313, 3.7593, 3.7176, 3.7514
02/27/19, 3.7487, 3.7503, 3.7221, 3.7285
02/26/19, 3.7522, 3.7665, 3.7393, 3.7487
02/25/19, 3.7495, 3.7522, 3.7201, 3.7522
02/22/19, 3.7713, 3.7713, 3.7271, 3.7495
02/21/19, 3.7276, 3.7716, 3.7171, 3.7712
02/20/19, 3.7235, 3.7356, 3.6912, 3.7276
02/19/19, 3.7346, 3.7443, 3.7036, 3.7251
02/18/19, 3.7028, 3.7423, 3.6993, 3.7346
02/15/19, 3.7225, 3.7268, 3.7001, 3.7028
02/14/19, 3.7545, 3.7941, 3.7151, 3.7243
02/13/19, 3.7099, 3.7616, 3.7087, 3.7545
02/12/19, 3.7586, 3.7589, 3.7034, 3.7099
02/11/19, 3.7301, 3.7744, 3.7286, 3.7575
02/08/19, 3.7184, 3.7476, 3.7038, 3.7301
02/07/19, 3.6983, 3.7359, 3.6967, 3.7187
02/06/19, 3.6699, 3.7158, 3.6665, 3.6983
02/05/19, 3.6704, 3.6848, 3.6626, 3.6700
02/04/19, 3.6594, 3.6876, 3.6587, 3.6688
02/01/19, 3.6424, 3.6817, 3.6419, 3.6594
01/31/19, 3.6850, 3.6865, 3.6373, 3.6441
01/30/19, 3.7203, 3.7322, 3.6746, 3.6850
01/29/19, 3.7622, 3.7659, 3.7154, 3.7203
01/28/19, 3.7744, 3.7871, 3.7519, 3.7622
01/25/19, 3.7733, 3.7744, 3.7694, 3.7744
01/24/19, 3.7663, 3.7940, 3.7388, 3.7733
01/23/19, 3.8152, 3.8159, 3.7563, 3.7663
01/22/19, 3.7550, 3.8165, 3.7459, 3.8152
01/21/19, 3.7517, 3.7800, 3.7517, 3.7550
01/18/19, 3.7522, 3.7722, 3.7284, 3.7517
01/17/19, 3.7391, 3.7741, 3.7278, 3.7513
01/16/19, 3.7174, 3.7390, 3.7100, 3.7365
01/15/19, 3.6992, 3.7317, 3.6956, 3.7173
01/14/19, 3.7114, 3.7310, 3.6843, 3.7008
01/11/19, 3.7105, 3.7295, 3.6940, 3.7114
01/10/19, 3.6804, 3.7246, 3.6753, 3.7105
01/09/19, 3.7133, 3.7158, 3.6760, 3.6801
01/08/19, 3.7356, 3.7418, 3.7050, 3.7133
01/07/19, 3.7153, 3.7380, 3.6906, 3.7355
01/04/19, 3.7564, 3.7857, 3.7099, 3.7153
01/03/19, 3.7898, 3.8070, 3.7385, 3.7563
01/02/19, 3.8814, 3.8973, 3.7843, 3.7897
01/01/19, 3.8814, 3.8816, 3.8812, 3.8814
12/31/18, 3.8814, 3.8835, 3.8800, 3.8814
12/28/18, 3.8715, 3.8956, 3.8313, 3.8814
12/27/18, 3.9221, 3.9442, 3.8713, 3.8733
12/26/18, 3.9043, 3.9403, 3.8946, 3.9221
12/25/18, 3.9039, 3.9044, 3.9012, 3.9043
12/24/18, 3.9041, 3.9080, 3.8880, 3.9041
12/21/18, 3.8423, 3.9074, 3.8393, 3.9041
12/20/18, 3.8969, 3.9002, 3.8345, 3.8423
12/19/18, 3.9125, 3.9135, 3.8652, 3.8976
12/18/18, 3.8995, 3.9175, 3.8849, 3.9124
12/17/18, 3.9170, 3.9293, 3.8784, 3.8995
12/14/18, 3.8908, 3.9210, 3.8895, 3.9170
12/13/18, 3.8559, 3.8975, 3.8509, 3.8909
12/12/18, 3.9042, 3.9043, 3.8374, 3.8556
12/11/18, 3.9178, 3.9233, 3.8950, 3.9037
12/10/18, 3.9074, 3.9450, 3.8926, 3.9174
12/07/18, 3.8774, 3.9243, 3.8590, 3.9074
12/06/18, 3.8684, 3.9431, 3.8668, 3.8794
12/05/18, 3.8520, 3.8830, 3.8350, 3.8678
12/04/18, 3.8423, 3.8673, 3.8184, 3.8526
12/03/18, 3.8667, 3.8675, 3.8166, 3.8423
11/30/18, 3.8546, 3.8886, 3.8388, 3.8667
11/29/18, 3.8506, 3.8728, 3.8332, 3.8527
11/28/18, 3.8749, 3.8873, 3.8322, 3.8510
11/27/18, 3.9412, 3.9420, 3.8632, 3.8732
11/26/18, 3.8295, 3.9436, 3.8210, 3.9412
11/23/18, 3.8057, 3.8316, 3.7959, 3.8295
11/22/18, 3.7976, 3.8263, 3.7919, 3.8047
11/21/18, 3.7562, 3.8034, 3.7554, 3.7977
11/20/18, 3.7574, 3.7728, 3.7541, 3.7571
11/19/18, 3.7436, 3.7731, 3.7401, 3.7573
11/16/18, 3.7836, 3.7856, 3.7305, 3.7436
11/15/18, 3.7842, 3.7861, 3.7704, 3.7842
11/14/18, 3.8030, 3.8193, 3.7673, 3.7847
11/13/18, 3.7626, 3.8308, 3.7557, 3.8033
11/12/18, 3.7336, 3.7695, 3.7312, 3.7626
11/09/18, 3.7606, 3.7668, 3.7265, 3.7336
11/08/18, 3.7313, 3.7635, 3.7173, 3.7603
11/07/18, 3.7626, 3.7870, 3.7227, 3.7312
11/06/18, 3.7262, 3.7703, 3.7236, 3.7616
11/05/18, 3.6970, 3.7328, 3.6926, 3.7260
11/02/18, 3.7019, 3.7029, 3.6951, 3.6970
11/01/18, 3.7242, 3.7249, 3.6805, 3.7017
10/31/18, 3.6987, 3.7438, 3.6898, 3.7244
10/30/18, 3.7203, 3.7349, 3.6798, 3.6994
10/29/18, 3.6424, 3.7216, 3.5859, 3.7204
10/26/18, 3.7055, 3.7241, 3.6408, 3.6424
10/25/18, 3.7337, 3.7352, 3.6815, 3.7058
10/24/18, 3.6947, 3.7461, 3.6833, 3.7331
10/23/18, 3.6860, 3.7221, 3.6844, 3.6948
10/22/18, 3.7103, 3.7201, 3.6702, 3.6855
10/19/18, 3.7240, 3.7257, 3.6875, 3.7103
10/18/18, 3.6869, 3.7310, 3.6734, 3.7249
10/17/18, 3.7247, 3.7394, 3.6652, 3.6868
10/16/18, 3.7363, 3.7372, 3.6919, 3.7249
10/15/18, 3.7833, 3.7845, 3.7132, 3.7362
10/12/18, 3.7809, 3.7861, 3.7809, 3.7833
10/11/18, 3.7565, 3.7854, 3.7193, 3.7799
10/10/18, 3.7148, 3.7677, 3.7146, 3.7566
10/09/18, 3.7805, 3.7891, 3.7020, 3.7145
10/08/18, 3.8376, 3.8393, 3.7112, 3.7809
10/05/18, 3.8738, 3.8950, 3.8376, 3.8376
10/04/18, 3.9025, 3.9348, 3.8739, 3.8751
10/03/18, 3.9405, 3.9437, 3.8231, 3.9024
10/02/18, 4.0180, 4.0186, 3.9059, 3.9403
10/01/18, 4.0513, 4.0624, 4.0050, 4.0193
09/28/18, 4.0131, 4.0568, 3.9898, 4.0513
09/27/18, 4.0331, 4.0542, 3.9690, 4.0117
09/26/18, 4.0751, 4.0932, 4.0095, 4.0330
09/25/18, 4.0901, 4.1411, 4.0685, 4.0744
09/24/18, 4.0504, 4.0962, 4.0359, 4.0904
09/21/18, 4.0772, 4.0950, 4.0285, 4.0504
09/20/18, 4.1271, 4.1338, 4.0683, 4.0775
09/19/18, 4.1623, 4.1728, 4.0998, 4.1244
09/18/18, 4.1339, 4.1644, 4.1200, 4.1621
09/17/18, 4.1752, 4.2037, 4.1169, 4.1335
09/14/18, 4.2067, 4.2098, 4.1586, 4.1752
09/13/18, 4.1613, 4.2093, 4.1266, 4.2075
09/12/18, 4.1532, 4.1641, 4.1107, 4.1591
09/11/18, 4.0861, 4.1785, 4.0846, 4.1531
09/10/18, 4.0593, 4.1264, 4.0534, 4.0849
09/07/18, 4.0587, 4.0620, 4.0569, 4.0593
09/06/18, 4.1476, 4.1650, 4.0372, 4.0534
09/05/18, 4.1572, 4.1830, 4.1120, 4.1477
09/04/18, 4.1588, 4.1874, 4.1398, 4.1603
09/03/18, 4.0550, 4.1596, 4.0540, 4.1593
08/31/18, 4.1502, 4.1767, 4.0527, 4.0550
08/30/18, 4.1036, 4.2149, 4.1034, 4.1504
08/29/18, 4.1371, 4.1598, 4.1035, 4.1035
08/28/18, 4.0803, 4.1468, 4.0703, 4.1370
08/27/18, 4.1048, 4.1139, 4.0498, 4.0822
08/24/18, 4.1125, 4.1317, 4.0744, 4.1048
08/23/18, 4.0425, 4.1267, 4.0410, 4.1130
08/22/18, 4.0485, 4.0907, 4.0322, 4.0415
08/21/18, 3.9700, 4.0516, 3.9593, 4.0505
08/20/18, 3.9094, 3.9706, 3.9090, 3.9702
08/17/18, 3.9043, 3.9527, 3.9025, 3.9094
08/16/18, 3.9077, 3.9228, 3.8674, 3.9044
08/15/18, 3.8668, 3.9268, 3.8647, 3.9082
08/14/18, 3.8836, 3.9028, 3.8593, 3.8667
08/13/18, 3.8642, 3.9283, 3.8549, 3.8837
08/10/18, 3.8012, 3.8737, 3.7982, 3.8642
08/09/18, 3.7727, 3.8197, 3.7695, 3.8011
08/08/18, 3.7520, 3.7732, 3.7357, 3.7728
08/07/18, 3.7357, 3.7718, 3.7036, 3.7530
08/06/18, 3.7074, 3.7365, 3.6904, 3.7365
08/03/18, 3.7502, 3.7550, 3.7000, 3.7074
08/02/18, 3.7504, 3.7809, 3.7472, 3.7500
08/01/18, 3.7568, 3.7700, 3.7345, 3.7503
07/31/18, 3.7311, 3.7639, 3.7226, 3.7573
07/30/18, 3.7118, 3.7325, 3.7028, 3.7310
07/27/18, 3.7466, 3.7498, 3.7061, 3.7118
07/26/18, 3.6898, 3.7484, 3.6869, 3.7465
07/25/18, 3.7493, 3.7502, 3.6904, 3.6906
07/24/18, 3.7850, 3.7870, 3.7318, 3.7494
07/23/18, 3.7710, 3.8032, 3.7659, 3.7834
07/20/18, 3.8313, 3.8313, 3.7589, 3.7710
07/19/18, 3.8488, 3.8921, 3.8230, 3.8315
07/18/18, 3.8390, 3.8646, 3.8201, 3.8492
07/17/18, 3.8598, 3.8790, 3.8380, 3.8389
07/16/18, 3.8502, 3.8728, 3.8382, 3.8599
07/13/18, 3.8820, 3.9001, 3.8450, 3.8502
07/12/18, 3.8768, 3.9015, 3.8386, 3.8825
07/11/18, 3.8138, 3.8846, 3.8137, 3.8769
07/10/18, 3.8723, 3.8867, 3.7942, 3.8130
07/09/18, 3.8627, 3.8730, 3.8599, 3.8730
07/06/18, 3.9311, 3.9527, 3.8605, 3.8627
07/05/18, 3.9136, 3.9413, 3.8884, 3.9312
07/04/18, 3.8965, 3.9195, 3.8866, 3.9135
07/03/18, 3.9120, 3.9159, 3.8731, 3.8973
07/02/18, 3.8774, 3.9195, 3.8750, 3.9114
06/29/18, 3.8613, 3.8800, 3.8300, 3.8774
06/28/18, 3.8613, 3.8743, 3.8352, 3.8615
06/27/18, 3.8017, 3.8772, 3.7923, 3.8609
06/26/18, 3.7766, 3.8031, 3.7620, 3.8016
06/25/18, 3.7822, 3.7878, 3.7614, 3.7767
06/22/18, 3.7697, 3.7890, 3.7375, 3.7822
06/21/18, 3.7702, 3.8036, 3.7542, 3.7676
06/20/18, 3.7470, 3.7865, 3.7065, 3.7723
06/19/18, 3.7449, 3.7804, 3.7186, 3.7469
06/18/18, 3.7300, 3.7647, 3.7273, 3.7447
06/15/18, 3.8066, 3.8078, 3.7154, 3.7300
06/14/18, 3.7204, 3.8156, 3.6886, 3.8059
06/13/18, 3.7202, 3.7384, 3.6896, 3.7209
06/12/18, 3.7111, 3.7290, 3.6709, 3.7204
06/11/18, 3.7086, 3.7282, 3.6744, 3.7119
06/08/18, 3.9079, 3.9087, 3.6988, 3.7086
06/07/18, 3.8547, 3.9671, 3.8452, 3.9076
06/06/18, 3.8078, 3.8539, 3.8043, 3.8534
06/05/18, 3.7462, 3.8166, 3.7433, 3.8087
06/04/18, 3.7661, 3.7677, 3.7262, 3.7461
06/01/18, 3.7244, 3.7702, 3.7218, 3.7661
05/31/18, 3.7245, 3.7289, 3.7220, 3.7234
05/30/18, 3.7272, 3.7678, 3.6937, 3.7266
05/29/18, 3.7357, 3.7641, 3.7131, 3.7275
05/28/18, 3.6746, 3.7458, 3.6265, 3.7381
05/25/18, 3.6472, 3.6780, 3.6431, 3.6746
05/24/18, 3.6287, 3.6557, 3.6265, 3.6477
05/23/18, 3.6448, 3.6779, 3.6187, 3.6288
05/22/18, 3.6776, 3.6783, 3.6280, 3.6469
05/21/18, 3.7380, 3.7394, 3.6732, 3.6779
05/18/18, 3.6964, 3.7675, 3.6937, 3.7380
05/17/18, 3.6764, 3.7128, 3.6561, 3.6965
05/16/18, 3.6550, 3.6953, 3.6492, 3.6737
05/15/18, 3.6220, 3.6932, 3.6217, 3.6553
05/14/18, 3.6002, 3.6401, 3.5750, 3.6216
05/11/18, 3.5496, 3.6117, 3.5441, 3.6002
05/10/18, 3.5924, 3.5964, 3.5424, 3.5497
05/09/18, 3.5637, 3.6090, 3.5600, 3.5928
05/08/18, 3.5527, 3.5936, 3.5500, 3.5632
05/07/18, 3.5290, 3.5590, 3.5271, 3.5506
05/04/18, 3.5280, 3.5484, 3.5135, 3.5290
05/03/18, 3.5524, 3.5672, 3.5209, 3.5263
05/02/18, 3.5076, 3.5540, 3.5054, 3.5523
05/01/18, 3.5057, 3.5076, 3.5055, 3.5076
04/30/18, 3.4575, 3.5090, 3.4565, 3.5042
04/27/18, 3.4759, 3.4806, 3.4540, 3.4575
04/26/18, 3.4852, 3.5071, 3.4745, 3.4753
04/25/18, 3.4737, 3.5156, 3.4707, 3.4851
04/24/18, 3.4523, 3.4809, 3.4364, 3.4723
04/23/18, 3.4126, 3.4536, 3.4124, 3.4521
04/20/18, 3.3848, 3.4178, 3.3832, 3.4126
04/19/18, 3.3797, 3.4093, 3.3797, 3.3846
04/18/18, 3.4076, 3.4098, 3.3736, 3.3798
04/17/18, 3.4195, 3.4217, 3.3892, 3.4060
04/16/18, 3.4227, 3.4362, 3.4065, 3.4190
04/13/18, 3.4121, 3.4301, 3.3977, 3.4227
04/12/18, 3.3737, 3.4196, 3.3652, 3.4126
04/11/18, 3.4091, 3.4227, 3.3732, 3.3733
04/10/18, 3.4221, 3.4353, 3.4023, 3.4097
04/09/18, 3.3703, 3.4238, 3.3638, 3.4222
04/06/18, 3.3454, 3.3793, 3.3418, 3.3703
04/05/18, 3.3301, 3.3490, 3.2997, 3.3455
04/04/18, 3.3408, 3.3640, 3.3274, 3.3299
04/03/18, 3.3130, 3.3447, 3.3038, 3.3409
04/02/18, 3.3051, 3.3243, 3.2974, 3.3132
03/30/18, 3.3054, 3.3057, 3.3030, 3.3051
03/29/18, 3.3208, 3.3288, 3.2935, 3.3060
03/28/18, 3.3262, 3.3454, 3.3195, 3.3204
03/27/18, 3.3140, 3.3363, 3.3101, 3.3259
03/26/18, 3.3117, 3.3147, 3.2943, 3.3139
03/23/18, 3.3151, 3.3190, 3.2940, 3.3117
03/22/18, 3.2737, 3.3170, 3.2708, 3.3149
03/21/18, 3.3118, 3.3130, 3.2645, 3.2735
03/20/18, 3.2871, 3.3120, 3.2798, 3.3119
03/19/18, 3.2798, 3.2958, 3.2781, 3.2869
03/16/18, 3.2858, 3.2993, 3.2726, 3.2798
03/15/18, 3.2609, 3.2969, 3.2594, 3.2863
03/14/18, 3.2615, 3.2672, 3.2471, 3.2610
03/13/18, 3.2616, 3.2655, 3.2381, 3.2617
03/12/18, 3.2550, 3.2669, 3.2505, 3.2618
03/09/18, 3.2670, 3.2684, 3.2396, 3.2550
03/08/18, 3.2455, 3.2692, 3.2395, 3.2671
03/07/18, 3.2116, 3.2485, 3.2088, 3.2454
03/06/18, 3.2429, 3.2437, 3.2059, 3.2110
03/05/18, 3.2527, 3.2633, 3.2419, 3.2429
03/02/18, 3.2517, 3.2661, 3.2486, 3.2527
03/01/18, 3.2467, 3.2708, 3.2391, 3.2515
02/28/18, 3.2514, 3.2538, 3.2354, 3.2461
02/27/18, 3.2257, 3.2547, 3.2226, 3.2518
02/26/18, 3.2380, 3.2449, 3.2224, 3.2258
02/23/18, 3.2500, 3.2506, 3.2324, 3.2380
02/22/18, 3.2701, 3.2732, 3.2420, 3.2501
02/21/18, 3.2557, 3.2723, 3.2419, 3.2692
02/20/18, 3.2348, 3.2608, 3.2331, 3.2557
02/19/18, 3.2303, 3.2378, 3.2224, 3.2355
02/16/18, 3.2278, 3.2474, 3.2022, 3.2303
02/15/18, 3.2170, 3.2413, 3.1994, 3.2280
02/14/18, 3.2957, 3.3024, 3.2164, 3.2171
02/13/18, 3.2954, 3.2973, 3.2947, 3.2958
02/12/18, 3.2937, 3.2960, 3.2870, 3.2955
02/09/18, 3.2859, 3.3188, 3.2716, 3.2937
02/08/18, 3.2715, 3.3022, 3.2569, 3.2858
02/07/18, 3.2348, 3.2833, 3.2343, 3.2714
02/06/18, 3.2625, 3.2780, 3.2328, 3.2347
