, Open, High, Low, Close
09/01/21, 5.1500, 5.1948, 5.1424, 5.1866
08/31/21, 5.1854, 5.1960, 5.1160, 5.1492
08/30/21, 5.2050, 5.2266, 5.1829, 5.1850
08/27/21, 5.2536, 5.2613, 5.1880, 5.2048
08/26/21, 5.2145, 5.2673, 5.2095, 5.2551
08/25/21, 5.2472, 5.2694, 5.2059, 5.2154
08/24/21, 5.3811, 5.3831, 5.2457, 5.2474
08/23/21, 5.3805, 5.4058, 5.3450, 5.3806
08/20/21, 5.4155, 5.4733, 5.3667, 5.3811
08/19/21, 5.3813, 5.4534, 5.3786, 5.4157
08/18/21, 5.2956, 5.3929, 5.2630, 5.3847
08/17/21, 5.2606, 5.3038, 5.2360, 5.2958
08/16/21, 5.2490, 5.2926, 5.2291, 5.2595
08/13/21, 5.2529, 5.2793, 5.2214, 5.2488
08/12/21, 5.2196, 5.2615, 5.2095, 5.2526
08/11/21, 5.1903, 5.2343, 5.1655, 5.2198
08/10/21, 5.2355, 5.2613, 5.1856, 5.1906
08/09/21, 5.2335, 5.2984, 5.2147, 5.2360
08/06/21, 5.2482, 5.2756, 5.2058, 5.2332
08/05/21, 5.1697, 5.2550, 5.1115, 5.2489
08/04/21, 5.1981, 5.2462, 5.1661, 5.1696
08/03/21, 5.1747, 5.2734, 5.1704, 5.1979
08/02/21, 5.2089, 5.2186, 5.1145, 5.1714
07/30/21, 5.0812, 5.2279, 5.0773, 5.2105
07/29/21, 5.1166, 5.1174, 5.0416, 5.0813
07/28/21, 5.1713, 5.1830, 5.1053, 5.1167
07/27/21, 5.1770, 5.2046, 5.1493, 5.1722
07/26/21, 5.2008, 5.2304, 5.1527, 5.1786
07/23/21, 5.2017, 5.2322, 5.1589, 5.1999
07/22/21, 5.1878, 5.2239, 5.1695, 5.2019
07/21/21, 5.2214, 5.2774, 5.1810, 5.1880
07/20/21, 5.2525, 5.2930, 5.2062, 5.2215
07/19/21, 5.1155, 5.2581, 5.1144, 5.2522
07/16/21, 5.1114, 5.1268, 5.0757, 5.1145
07/15/21, 5.0729, 5.1385, 5.0568, 5.1112
07/14/21, 5.1634, 5.1657, 5.0670, 5.0733
07/13/21, 5.1746, 5.2219, 5.1495, 5.1630
07/12/21, 5.2594, 5.2833, 5.1633, 5.1729
07/09/21, 5.2594, 5.2607, 5.2584, 5.2598
07/08/21, 5.2321, 5.3121, 5.2200, 5.2595
07/07/21, 5.1996, 5.2806, 5.1700, 5.2319
07/06/21, 5.0935, 5.2165, 5.0759, 5.2001
07/05/21, 5.0608, 5.0999, 5.0489, 5.0952
07/02/21, 5.0486, 5.0736, 4.9878, 5.0586
07/01/21, 4.9687, 5.0550, 4.9470, 5.0488
06/30/21, 4.9572, 5.0231, 4.9541, 4.9681
06/29/21, 4.9262, 4.9704, 4.9219, 4.9571
06/28/21, 4.9349, 4.9718, 4.9161, 4.9259
06/25/21, 4.9138, 4.9734, 4.8941, 4.9337
06/24/21, 4.9666, 4.9727, 4.8983, 4.9139
06/23/21, 4.9588, 4.9800, 4.9383, 4.9667
06/22/21, 5.0145, 5.0456, 4.9576, 4.9587
06/21/21, 5.0974, 5.0975, 5.0138, 5.0146
06/18/21, 5.0068, 5.1093, 4.9823, 5.0892
06/17/21, 5.0555, 5.0751, 5.0082, 5.0090
06/16/21, 5.0460, 5.0802, 4.9924, 5.0561
06/15/21, 5.0625, 5.1044, 5.0383, 5.0464
06/14/21, 5.1184, 5.1199, 5.0552, 5.0627
06/11/21, 5.0566, 5.1385, 5.0542, 5.1183
06/10/21, 5.0631, 5.0920, 5.0340, 5.0572
06/09/21, 5.0342, 5.0857, 5.0190, 5.0632
06/08/21, 5.0461, 5.0688, 5.0205, 5.0348
06/07/21, 5.0504, 5.0700, 5.0186, 5.0458
06/04/21, 5.0779, 5.1146, 5.0320, 5.0488
06/03/21, 5.0761, 5.0820, 5.0749, 5.0780
06/02/21, 5.1511, 5.1739, 5.0680, 5.0762
06/01/21, 5.2188, 5.2221, 5.1401, 5.1512
05/31/21, 5.2264, 5.2406, 5.1988, 5.2192
05/28/21, 5.2388, 5.2604, 5.2088, 5.2255
05/27/21, 5.3124, 5.3138, 5.2360, 5.2381
05/26/21, 5.3319, 5.3436, 5.2872, 5.3116
05/25/21, 5.3196, 5.3465, 5.2942, 5.3320
05/24/21, 5.3667, 5.3727, 5.3106, 5.3185
05/21/21, 5.2849, 5.3664, 5.2706, 5.3664
05/20/21, 5.3098, 5.3113, 5.2696, 5.2851
05/19/21, 5.2612, 5.3247, 5.2590, 5.3105
05/18/21, 5.2754, 5.2810, 5.2313, 5.2614
05/17/21, 5.2711, 5.3199, 5.2448, 5.2756
05/14/21, 5.3103, 5.3103, 5.2458, 5.2727
05/13/21, 5.3056, 5.3327, 5.2521, 5.3087
05/12/21, 5.2218, 5.3197, 5.2115, 5.3071
05/11/21, 5.2271, 5.2810, 5.2047, 5.2213
05/10/21, 5.2370, 5.2517, 5.1981, 5.2287
05/07/21, 5.2774, 5.2951, 5.2030, 5.2369
05/06/21, 5.3547, 5.3747, 5.2575, 5.2757
05/05/21, 5.4435, 5.4478, 5.3517, 5.3543
05/04/21, 5.4429, 5.4841, 5.4117, 5.4428
05/03/21, 5.4411, 5.4543, 5.3730, 5.4423
04/30/21, 5.3384, 5.4450, 5.3364, 5.4392
04/29/21, 5.3428, 5.3790, 5.3290, 5.3382
04/28/21, 5.4511, 5.4561, 5.3436, 5.3446
04/27/21, 5.4360, 5.4669, 5.4111, 5.4509
04/26/21, 5.4786, 5.4898, 5.4325, 5.4351
04/23/21, 5.4456, 5.5224, 5.4245, 5.4760
04/22/21, 5.5679, 5.5708, 5.4378, 5.4461
04/21/21, 5.5676, 5.5719, 5.5668, 5.5698
04/20/21, 5.5483, 5.5861, 5.5029, 5.5675
04/19/21, 5.5886, 5.6210, 5.5270, 5.5494
04/16/21, 5.6162, 5.6774, 5.5662, 5.5879
04/15/21, 5.6536, 5.6588, 5.5952, 5.6157
04/14/21, 5.7180, 5.7354, 5.6479, 5.6526
04/13/21, 5.7336, 5.7559, 5.6634, 5.7177
04/12/21, 5.6808, 5.7416, 5.6300, 5.7340
04/09/21, 5.5730, 5.6846, 5.5664, 5.6817
04/08/21, 5.6161, 5.6161, 5.5385, 5.5713
04/07/21, 5.5924, 5.6538, 5.5480, 5.6164
04/06/21, 5.6657, 5.6682, 5.5789, 5.5929
04/05/21, 5.7080, 5.7124, 5.6337, 5.6663
04/02/21, 5.7090, 5.7113, 5.7079, 5.7080
04/01/21, 5.6337, 5.7270, 5.6102, 5.7095
03/31/21, 5.7757, 5.7763, 5.6225, 5.6348
03/30/21, 5.7813, 5.8022, 5.7241, 5.7751
03/29/21, 5.7562, 5.8066, 5.7379, 5.7814
03/26/21, 5.6464, 5.7569, 5.6454, 5.7566
03/25/21, 5.6223, 5.6794, 5.6174, 5.6476
03/24/21, 5.5221, 5.6427, 5.4911, 5.6226
03/23/21, 5.5051, 5.5466, 5.4674, 5.5207
03/22/21, 5.4908, 5.5469, 5.4878, 5.5044
03/19/21, 5.5611, 5.5640, 5.4497, 5.4911
03/18/21, 5.5849, 5.5875, 5.4774, 5.5623
03/17/21, 5.6253, 5.6789, 5.5716, 5.5872
03/16/21, 5.6168, 5.6281, 5.5589, 5.6256
03/15/21, 5.5531, 5.6552, 5.5160, 5.6175
03/12/21, 5.5363, 5.5823, 5.5324, 5.5522
03/11/21, 5.6724, 5.6730, 5.5270, 5.5362
03/10/21, 5.8027, 5.8140, 5.6463, 5.6723
03/09/21, 5.8757, 5.8790, 5.7726, 5.8028
03/08/21, 5.6911, 5.8760, 5.6901, 5.8758
03/05/21, 5.6698, 5.7187, 5.6537, 5.6907
03/04/21, 5.6197, 5.6829, 5.5466, 5.6697
03/03/21, 5.6764, 5.7720, 5.5898, 5.6196
03/02/21, 5.6422, 5.7319, 5.6386, 5.6765
03/01/21, 5.5992, 5.6422, 5.5577, 5.6421
02/26/21, 5.5312, 5.6120, 5.4920, 5.5989
02/25/21, 5.4104, 5.5390, 5.4040, 5.5311
02/24/21, 5.4410, 5.4427, 5.3903, 5.4099
02/23/21, 5.4666, 5.4832, 5.4096, 5.4411
02/22/21, 5.3825, 5.5255, 5.3819, 5.4665
02/19/21, 5.4272, 5.4684, 5.3679, 5.3825
02/18/21, 5.4119, 5.4535, 5.3878, 5.4273
02/17/21, 5.3712, 5.4327, 5.3688, 5.4124
02/16/21, 5.3699, 5.3721, 5.3683, 5.3708
02/15/21, 5.3701, 5.3730, 5.3689, 5.3700
02/12/21, 5.3669, 5.4123, 5.3557, 5.3700
02/11/21, 5.3859, 5.4104, 5.3343, 5.3668
02/10/21, 5.3784, 5.4366, 5.3533, 5.3862
02/09/21, 5.3661, 5.4471, 5.3608, 5.3785
02/08/21, 5.3708, 5.4206, 5.3064, 5.3660
02/05/21, 5.4272, 5.4556, 5.3460, 5.3707
02/04/21, 5.3531, 5.4555, 5.3521, 5.4270
02/03/21, 5.3687, 5.3925, 5.3218, 5.3537
02/02/21, 5.4327, 5.4350, 5.3443, 5.3683
02/01/21, 5.4623, 5.4852, 5.4246, 5.4326
01/29/21, 5.4413, 5.5052, 5.4225, 5.4630
01/28/21, 5.4141, 5.4589, 5.3919, 5.4414
01/27/21, 5.3557, 5.4194, 5.3506, 5.4140
01/26/21, 5.4675, 5.4776, 5.3175, 5.3556
01/25/21, 5.4671, 5.4688, 5.4649, 5.4674
01/22/21, 5.3512, 5.4857, 5.3496, 5.4670
01/21/21, 5.2916, 5.4003, 5.2368, 5.3511
01/20/21, 5.3579, 5.3591, 5.2841, 5.2921
01/19/21, 5.2963, 5.3682, 5.2444, 5.3581
01/18/21, 5.2931, 5.3224, 5.2377, 5.2962
01/15/21, 5.1966, 5.3105, 5.1960, 5.2930
01/14/21, 5.2992, 5.3016, 5.1926, 5.1971
01/13/21, 5.3229, 5.3521, 5.2720, 5.2993
01/12/21, 5.4892, 5.4924, 5.3139, 5.3229
01/11/21, 5.4180, 5.5163, 5.4172, 5.4893
01/08/21, 5.4103, 5.4398, 5.3227, 5.4177
01/07/21, 5.3156, 5.4174, 5.3006, 5.4102
01/06/21, 5.2855, 5.3577, 5.2325, 5.3144
01/05/21, 5.2963, 5.3547, 5.2533, 5.2856
01/04/21, 5.1934, 5.2979, 5.1213, 5.2972
01/01/21, 5.1917, 5.1940, 5.1917, 5.1934
12/31/20, 5.1942, 5.1960, 5.1928, 5.1938
12/30/20, 5.2102, 5.2341, 5.1544, 5.1940
12/29/20, 5.2469, 5.2490, 5.1658, 5.2103
12/28/20, 5.2168, 5.3109, 5.1651, 5.2470
12/25/20, 5.2172, 5.2193, 5.2164, 5.2168
12/24/20, 5.2172, 5.2179, 5.2113, 5.2170
12/23/20, 5.1592, 5.2212, 5.1326, 5.2168
12/22/20, 5.1223, 5.1715, 5.1110, 5.1587
12/21/20, 5.1030, 5.2236, 5.1011, 5.1226
12/18/20, 5.0584, 5.1164, 5.0575, 5.1025
12/17/20, 5.0839, 5.0866, 5.0444, 5.0585
12/16/20, 5.0839, 5.1425, 5.0791, 5.0842
12/15/20, 5.1192, 5.1238, 5.0782, 5.0846
12/14/20, 5.0662, 5.1295, 5.0122, 5.1191
12/11/20, 5.0263, 5.0879, 5.0249, 5.0661
12/10/20, 5.1711, 5.1716, 5.0148, 5.0259
12/09/20, 5.1203, 5.1962, 5.0888, 5.1710
12/08/20, 5.0995, 5.1358, 5.0632, 5.1206
12/07/20, 5.1569, 5.1694, 5.0570, 5.0996
12/04/20, 5.1521, 5.1838, 5.1175, 5.1563
12/03/20, 5.2179, 5.2298, 5.1218, 5.1522
12/02/20, 5.2066, 5.2547, 5.2058, 5.2178
12/01/20, 5.3325, 5.3612, 5.2041, 5.2065
11/30/20, 5.3441, 5.3945, 5.2773, 5.3324
11/27/20, 5.3369, 5.3792, 5.3201, 5.3441
11/26/20, 5.3244, 5.3573, 5.2958, 5.3368
11/25/20, 5.3739, 5.3857, 5.3039, 5.3242
11/24/20, 5.4399, 5.4459, 5.3712, 5.3740
11/23/20, 5.3801, 5.4502, 5.3428, 5.4393
11/20/20, 5.3056, 5.3957, 5.2850, 5.3802
11/19/20, 5.3632, 5.3756, 5.2990, 5.3057
11/18/20, 5.3286, 5.3721, 5.2743, 5.3633
11/17/20, 5.4155, 5.4218, 5.3224, 5.3284
11/16/20, 5.4581, 5.4605, 5.3667, 5.4154
11/13/20, 5.4582, 5.5257, 5.4527, 5.4585
11/12/20, 5.3916, 5.4896, 5.3543, 5.4583
11/11/20, 5.4146, 5.4549, 5.3747, 5.3915
11/10/20, 5.3869, 5.4183, 5.3420, 5.4151
11/09/20, 5.3648, 5.4250, 5.2243, 5.3861
11/06/20, 5.5254, 5.5731, 5.3590, 5.3650
11/05/20, 5.6642, 5.6653, 5.5238, 5.5255
11/04/20, 5.7563, 5.7652, 5.6446, 5.6640
11/03/20, 5.7432, 5.7655, 5.6502, 5.7564
11/02/20, 5.7429, 5.7746, 5.7390, 5.7434
10/30/20, 5.7795, 5.8078, 5.7223, 5.7444
10/29/20, 5.7519, 5.7902, 5.7437, 5.7792
10/28/20, 5.7088, 5.7923, 5.7030, 5.7522
10/27/20, 5.6236, 5.7125, 5.5993, 5.7107
10/26/20, 5.6193, 5.6635, 5.6117, 5.6245
10/23/20, 5.5928, 5.6354, 5.5655, 5.6197
10/22/20, 5.6060, 5.6259, 5.5647, 5.5934
10/21/20, 5.6058, 5.6270, 5.5718, 5.6058
10/20/20, 5.6084, 5.6259, 5.5484, 5.6053
10/19/20, 5.6484, 5.6504, 5.5678, 5.6077
10/16/20, 5.6144, 5.6547, 5.5985, 5.6465
10/15/20, 5.5925, 5.6461, 5.5901, 5.6142
10/14/20, 5.5706, 5.6043, 5.5378, 5.5928
10/13/20, 5.5310, 5.6247, 5.5303, 5.5705
10/12/20, 5.5305, 5.5342, 5.5261, 5.5309
10/09/20, 5.5994, 5.6014, 5.5119, 5.5322
10/08/20, 5.6111, 5.6460, 5.5772, 5.5988
10/07/20, 5.5932, 5.6387, 5.5518, 5.6104
10/06/20, 5.5777, 5.6158, 5.4847, 5.5931
10/05/20, 5.6831, 5.6888, 5.5500, 5.5783
10/02/20, 5.6486, 5.6924, 5.6074, 5.6833
10/01/20, 5.6104, 5.6650, 5.5765, 5.6502
09/30/20, 5.6301, 5.6680, 5.5890, 5.6097
09/29/20, 5.6620, 5.6781, 5.6080, 5.6339
09/28/20, 5.5614, 5.6743, 5.5143, 5.6611
09/25/20, 5.5096, 5.5881, 5.5081, 5.5622
09/24/20, 5.5951, 5.6227, 5.4955, 5.5101
09/23/20, 5.4723, 5.5990, 5.4703, 5.5962
09/22/20, 5.4148, 5.4962, 5.3833, 5.4722
09/21/20, 5.3913, 5.4975, 5.3880, 5.4154
09/18/20, 5.2394, 5.3988, 5.2379, 5.3911
09/17/20, 5.2370, 5.2914, 5.2270, 5.2393
09/16/20, 5.2771, 5.2771, 5.2113, 5.2374
09/15/20, 5.2724, 5.2986, 5.2203, 5.2763
09/14/20, 5.3177, 5.3237, 5.2624, 5.2720
09/11/20, 5.3194, 5.3481, 5.2601, 5.3184
09/10/20, 5.3077, 5.3317, 5.2691, 5.3192
09/09/20, 5.3628, 5.3645, 5.2795, 5.3075
09/08/20, 5.3008, 5.4086, 5.2975, 5.3630
09/07/20, 5.3025, 5.3048, 5.2966, 5.3007
09/04/20, 5.2924, 5.3278, 5.2472, 5.3023
09/03/20, 5.3427, 5.3736, 5.2735, 5.2920
09/02/20, 5.3952, 5.4304, 5.3413, 5.3429
09/01/20, 5.4933, 5.4941, 5.3351, 5.3953
08/31/20, 5.3915, 5.4948, 5.3849, 5.4936
08/28/20, 5.5678, 5.5722, 5.3874, 5.3906
08/27/20, 5.6089, 5.6217, 5.5449, 5.5681
08/26/20, 5.5085, 5.6326, 5.5072, 5.6103
08/25/20, 5.6118, 5.6126, 5.5060, 5.5087
08/24/20, 5.6201, 5.6243, 5.5768, 5.6123
08/21/20, 5.5588, 5.6330, 5.5481, 5.6203
08/20/20, 5.5568, 5.6634, 5.5403, 5.5596
08/19/20, 5.4673, 5.5616, 5.4361, 5.5565
08/18/20, 5.5111, 5.5161, 5.4527, 5.4670
08/17/20, 5.4223, 5.5142, 5.4112, 5.5109
08/14/20, 5.3681, 5.4404, 5.3599, 5.4213
08/13/20, 5.4326, 5.4374, 5.3531, 5.3696
08/12/20, 5.3821, 5.4912, 5.3798, 5.4312
08/11/20, 5.4803, 5.4852, 5.3720, 5.3823
08/10/20, 5.4374, 5.4901, 5.3565, 5.4802
08/07/20, 5.3324, 5.4385, 5.3299, 5.4381
08/06/20, 5.2925, 5.3591, 5.2901, 5.3323
08/05/20, 5.2912, 5.3194, 5.2320, 5.2927
08/04/20, 5.3227, 5.3770, 5.2744, 5.2910
08/03/20, 5.2227, 5.3364, 5.2149, 5.3225
07/31/20, 5.1545, 5.2271, 5.1526, 5.2232
07/30/20, 5.1693, 5.2152, 5.1448, 5.1548
07/29/20, 5.1580, 5.1836, 5.1155, 5.1706
07/28/20, 5.1518, 5.1875, 5.1348, 5.1595
07/27/20, 5.2306, 5.2340, 5.1413, 5.1522
07/24/20, 5.2134, 5.2521, 5.1606, 5.2322
07/23/20, 5.1182, 5.2250, 5.1181, 5.2145
07/22/20, 5.1728, 5.2024, 5.0851, 5.1179
07/21/20, 5.3290, 5.3307, 5.1660, 5.1733
07/20/20, 5.3868, 5.3896, 5.3280, 5.3312
07/17/20, 5.3318, 5.3915, 5.3165, 5.3871
07/16/20, 5.3756, 5.3910, 5.3079, 5.3313
07/15/20, 5.3673, 5.3854, 5.3219, 5.3755
07/14/20, 5.4043, 5.4534, 5.3319, 5.3674
07/13/20, 5.3284, 5.4077, 5.3213, 5.4046
07/10/20, 5.3439, 5.3929, 5.3146, 5.3248
07/09/20, 5.3410, 5.3749, 5.2515, 5.3444
07/08/20, 5.3821, 5.3936, 5.3180, 5.3406
07/07/20, 5.3573, 5.3956, 5.2886, 5.3818
07/06/20, 5.3129, 5.3577, 5.2798, 5.3554
07/03/20, 5.3622, 5.3791, 5.3075, 5.3142
07/02/20, 5.3203, 5.3745, 5.2670, 5.3614
07/01/20, 5.4670, 5.4670, 5.2995, 5.3206
06/30/20, 5.4039, 5.5073, 5.4003, 5.4644
06/29/20, 5.4824, 5.4870, 5.3897, 5.4038
06/26/20, 5.3595, 5.4917, 5.3590, 5.4847
06/25/20, 5.3454, 5.3796, 5.2665, 5.3613
06/24/20, 5.1538, 5.3518, 5.1509, 5.3440
06/23/20, 5.2578, 5.2578, 5.1340, 5.1533
06/22/20, 5.3115, 5.3148, 5.1988, 5.2580
06/19/20, 5.3786, 5.3827, 5.2890, 5.3133
06/18/20, 5.2289, 5.3880, 5.2277, 5.3782
06/17/20, 5.2421, 5.2703, 5.1843, 5.2305
06/16/20, 5.1556, 5.2543, 5.0498, 5.2391
06/15/20, 5.0493, 5.2241, 5.0493, 5.1555
06/12/20, 4.9750, 5.0928, 4.9750, 5.0509
06/11/20, 4.9735, 4.9786, 4.9711, 4.9765
06/10/20, 4.9011, 4.9754, 4.8502, 4.9732
06/09/20, 4.8191, 4.9344, 4.8191, 4.9003
06/08/20, 4.9610, 4.9754, 4.8183, 4.8190
06/05/20, 5.1193, 5.1199, 4.9338, 4.9593
06/04/20, 5.0637, 5.1417, 5.0297, 5.1196
06/03/20, 5.2031, 5.2031, 5.0170, 5.0641
06/02/20, 5.3649, 5.3700, 5.1998, 5.2038
06/01/20, 5.3349, 5.4186, 5.3222, 5.3651
05/29/20, 5.4092, 5.4602, 5.3248, 5.3375
05/28/20, 5.2732, 5.4097, 5.2719, 5.4091
05/27/20, 5.3454, 5.3586, 5.2704, 5.2733
05/26/20, 5.5343, 5.5343, 5.3350, 5.3451
05/25/20, 5.5302, 5.5353, 5.5302, 5.5343
05/22/20, 5.5528, 5.6228, 5.5283, 5.5326
05/21/20, 5.6929, 5.7043, 5.5486, 5.5517
05/20/20, 5.7551, 5.7593, 5.6708, 5.6935
05/19/20, 5.7135, 5.7678, 5.6840, 5.7544
05/18/20, 5.8567, 5.8574, 5.6954, 5.7131
05/15/20, 5.8130, 5.8672, 5.7616, 5.8569
05/14/20, 5.8857, 5.9682, 5.8030, 5.8129
05/13/20, 5.8860, 5.9412, 5.8196, 5.8851
05/12/20, 5.8188, 5.8916, 5.7431, 5.8859
05/11/20, 5.7324, 5.8403, 5.7316, 5.8187
05/08/20, 5.8360, 5.8360, 5.7223, 5.7270
05/07/20, 5.7150, 5.8748, 5.7139, 5.8357
05/06/20, 5.5790, 5.7231, 5.5772, 5.7149
05/05/20, 5.5462, 5.6031, 5.4860, 5.5788
05/04/20, 5.4873, 5.6020, 5.4839, 5.5448
05/01/20, 5.4860, 5.4910, 5.4854, 5.4873
04/30/20, 5.3360, 5.4853, 5.3338, 5.4841
04/29/20, 5.5030, 5.5082, 5.3358, 5.3358
04/28/20, 5.6498, 5.6562, 5.4813, 5.5041
04/27/20, 5.5935, 5.7247, 5.5468, 5.6496
04/24/20, 5.5366, 5.7467, 5.5272, 5.5933
04/23/20, 5.4570, 5.5559, 5.4024, 5.5365
04/22/20, 5.3190, 5.4606, 5.3054, 5.4571
04/21/20, 5.3151, 5.3196, 5.3151, 5.3170
04/20/20, 5.2342, 5.3195, 5.2342, 5.3157
04/17/20, 5.2369, 5.2758, 5.2075, 5.2342
04/16/20, 5.2375, 5.2676, 5.2038, 5.2373
04/15/20, 5.1644, 5.2676, 5.1622, 5.2400
04/14/20, 5.1988, 5.2108, 5.1539, 5.1631
04/13/20, 5.1070, 5.2083, 5.1061, 5.1987
04/10/20, 5.1095, 5.1095, 5.1060, 5.1070
04/09/20, 5.1218, 5.1525, 5.0503, 5.1100
04/08/20, 5.2236, 5.2480, 5.1120, 5.1221
04/07/20, 5.2816, 5.2879, 5.1886, 5.2241
04/06/20, 5.3500, 5.3503, 5.2240, 5.2813
04/03/20, 5.2539, 5.3539, 5.2539, 5.3512
04/02/20, 5.2537, 5.2840, 5.2235, 5.2542
04/01/20, 5.2049, 5.2738, 5.2032, 5.2542
03/31/20, 5.1948, 5.2144, 5.1685, 5.2051
03/30/20, 5.1005, 5.1951, 5.1005, 5.1950
03/27/20, 5.0234, 5.1275, 5.0216, 5.0998
03/26/20, 5.0351, 5.0642, 4.9752, 5.0252
03/25/20, 5.0969, 5.1039, 4.9750, 5.0352
03/24/20, 5.1433, 5.1456, 5.0535, 5.0970
03/23/20, 5.0639, 5.1410, 5.0081, 5.1366
03/20/20, 5.0965, 5.0998, 4.9833, 5.0643
03/19/20, 5.1106, 5.2120, 5.0703, 5.0947
03/18/20, 5.0099, 5.2519, 5.0063, 5.1075
03/17/20, 5.0016, 5.0850, 4.9657, 5.0089
03/16/20, 4.8596, 5.0604, 4.8577, 5.0012
03/13/20, 4.7935, 4.8789, 4.6462, 4.8595
03/12/20, 4.8185, 5.0224, 4.7540, 4.7941
03/11/20, 4.6418, 4.8214, 4.6398, 4.8211
03/10/20, 4.7254, 4.7274, 4.6351, 4.6407
03/09/20, 4.6270, 4.7930, 4.6247, 4.7238
03/06/20, 4.6078, 4.6711, 4.6057, 4.6273
03/05/20, 4.5844, 4.6670, 4.5836, 4.6077
03/04/20, 4.5150, 4.5879, 4.5034, 4.5852
03/03/20, 4.4739, 4.5170, 4.4535, 4.5147
03/02/20, 4.4731, 4.5059, 4.4693, 4.4746
02/28/20, 4.4863, 4.5141, 4.4651, 4.4726
02/27/20, 4.4509, 4.5004, 4.4473, 4.4864
02/26/20, 4.3879, 4.4550, 4.3875, 4.4504
02/25/20, 4.3878, 4.3902, 4.3855, 4.3885
02/24/20, 4.3906, 4.3909, 4.3871, 4.3884
02/21/20, 4.3936, 4.4046, 4.3726, 4.3893
02/20/20, 4.3655, 4.3973, 4.3645, 4.3937
02/19/20, 4.3558, 4.3774, 4.3553, 4.3654
02/18/20, 4.3275, 4.3643, 4.3252, 4.3559
02/17/20, 4.2982, 4.3311, 4.2955, 4.3274
02/14/20, 4.3504, 4.3504, 4.2914, 4.2976
02/13/20, 4.3549, 4.3816, 4.3098, 4.3503
02/12/20, 4.3319, 4.3557, 4.3246, 4.3553
02/11/20, 4.3252, 4.3404, 4.2970, 4.3318
02/10/20, 4.3206, 4.3292, 4.3072, 4.3251
02/07/20, 4.2827, 4.3238, 4.2792, 4.3206
02/06/20, 4.2357, 4.2858, 4.2102, 4.2826
02/05/20, 4.2543, 4.2606, 4.2273, 4.2356
02/04/20, 4.2479, 4.2609, 4.2242, 4.2547
02/03/20, 4.2827, 4.2833, 4.2305, 4.2480
01/31/20, 4.2431, 4.2904, 4.2431, 4.2825
01/30/20, 4.2306, 4.2723, 4.2298, 4.2434
01/29/20, 4.1945, 4.2326, 4.1826, 4.2309
01/28/20, 4.2078, 4.2164, 4.1884, 4.1944
01/27/20, 4.1814, 4.2312, 4.1797, 4.2079
01/24/20, 4.1703, 4.1913, 4.1666, 4.1816
01/23/20, 4.1826, 4.1903, 4.1571, 4.1706
01/22/20, 4.2124, 4.2128, 4.1734, 4.1827
01/21/20, 4.1903, 4.2156, 4.1838, 4.2125
01/20/20, 4.1619, 4.1914, 4.1589, 4.1904
01/17/20, 4.1851, 4.1929, 4.1587, 4.1619
01/16/20, 4.1754, 4.2005, 4.1609, 4.1850
01/15/20, 4.1331, 4.1858, 4.1307, 4.1755
01/14/20, 4.1469, 4.1610, 4.1229, 4.1329
01/13/20, 4.0958, 4.1472, 4.0915, 4.1468
01/10/20, 4.0927, 4.1047, 4.0623, 4.0960
01/09/20, 4.0650, 4.0934, 4.0575, 4.0925
01/08/20, 4.0680, 4.0780, 4.0402, 4.0648
01/07/20, 4.0621, 4.0924, 4.0572, 4.0679
01/06/20, 4.0668, 4.0732, 4.0472, 4.0618
01/03/20, 4.0262, 4.0711, 4.0231, 4.0669
01/02/20, 4.0195, 4.0414, 4.0048, 4.0263
01/01/20, 4.0195, 4.0195, 4.0195, 4.0195
12/31/19, 4.0195, 4.0197, 4.0195, 4.0195
12/30/19, 4.0447, 4.0451, 4.0090, 4.0195
12/27/19, 4.0566, 4.0615, 4.0379, 4.0460
12/26/19, 4.0838, 4.0838, 4.0465, 4.0560
12/25/19, 4.0843, 4.0844, 4.0838, 4.0838
12/24/19, 4.0837, 4.0844, 4.0791, 4.0843
12/23/19, 4.1025, 4.1042, 4.0579, 4.0836
12/20/19, 4.0696, 4.1026, 4.0590, 4.1021
12/19/19, 4.0635, 4.0700, 4.0517, 4.0697
12/18/19, 4.0719, 4.0746, 4.0467, 4.0634
12/17/19, 4.0640, 4.0774, 4.0512, 4.0717
12/16/19, 4.1084, 4.1106, 4.0555, 4.0633
12/13/19, 4.0903, 4.1169, 4.0757, 4.1083
12/12/19, 4.1243, 4.1308, 4.0851, 4.0909
12/11/19, 4.1467, 4.1471, 4.1077, 4.1241
12/10/19, 4.1425, 4.1513, 4.1337, 4.1470
12/09/19, 4.1415, 4.1610, 4.1255, 4.1426
12/06/19, 4.1859, 4.1913, 4.1337, 4.1414
12/05/19, 4.2078, 4.2233, 4.1768, 4.1860
12/04/19, 4.2063, 4.2107, 4.1837, 4.2080
12/03/19, 4.2233, 4.2248, 4.1866, 4.2065
12/02/19, 4.2403, 4.2507, 4.2093, 4.2234
11/29/19, 4.1898, 4.2453, 4.1835, 4.2377
11/28/19, 4.2650, 4.2661, 4.2074, 4.2089
11/27/19, 4.2332, 4.2703, 4.2276, 4.2638
11/26/19, 4.2269, 4.2772, 4.2261, 4.2335
11/25/19, 4.1965, 4.2311, 4.1892, 4.2271
11/22/19, 4.1932, 4.1994, 4.1740, 4.1965
11/21/19, 4.1966, 4.2237, 4.1848, 4.1933
11/20/19, 4.1946, 4.1983, 4.1925, 4.1965
